CUSTOMERID;TENURE;CONTRACT;MONTHLYCHARGES;INTERNETSERVICE;TECHSUPPORT;ONLINESECURITY;ONLINEBACKUP;PAYMENTMETHOD;PAPERLESSBILLING;SENIORCITIZEN;PARTNER;DEPENDENTS;SCORE_RISQUE;SEGMENT_STRATEGIQUE
4824-GUCBY;22;Month-to-month;81,7;Fiber optic;No;Yes;Yes;Electronic check;No;1;No;No;8;Alerte Renforcee
8089-UZWLX;71;Two year;104,05;Fiber optic;No;No;No;Bank transfer (automatic);No;1;No;No;7;Alerte Renforcee
0723-VSOBE;45;One year;34,2;DSL;No;No;No;Electronic check;No;1;No;No;7;Alerte Renforcee
6729-GDNGC;20;Month-to-month;80,7;Fiber optic;No;No;No;Bank transfer (automatic);No;1;No;No;8;Alerte Renforcee
6896-SRVYQ;44;Month-to-month;73,85;Fiber optic;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
3223-DWFIO;4;Month-to-month;69,35;Fiber optic;No;No;No;Electronic check;No;1;No;No;10;Urgence
4854-CIDCF;3;Month-to-month;73,85;Fiber optic;No;No;No;Electronic check;No;1;No;No;10;Urgence
7020-OZKXZ;9;Month-to-month;75,5;Fiber optic;No;No;No;Credit card (automatic);No;1;No;No;9;Alerte Renforcee
8775-ERLNB;1;Month-to-month;74,3;Fiber optic;No;No;No;Electronic check;No;1;Yes;No;9;Alerte Renforcee
6557-BZXLQ;16;Month-to-month;69,65;Fiber optic;No;No;No;Electronic check;No;1;No;No;10;Urgence
1302-UHBDD;20;Month-to-month;89,95;Fiber optic;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
9168-INPSZ;44;Month-to-month;104,15;Fiber optic;Yes;No;No;Electronic check;No;1;Yes;No;7;Alerte Renforcee
4706-DGAHW;1;Month-to-month;45,2;DSL;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
4238-JSSWH;35;Month-to-month;102,05;Fiber optic;No;No;No;Bank transfer (automatic);No;1;Yes;No;7;Alerte Renforcee
7268-IGMFD;18;Month-to-month;93,9;Fiber optic;Yes;No;No;Bank transfer (automatic);No;1;No;No;7;Alerte Renforcee
9050-IKDZA;2;Month-to-month;81,5;Fiber optic;No;No;No;Mailed check;No;1;No;No;9;Alerte Renforcee
0924-BJCRC;60;Month-to-month;89,45;Fiber optic;No;No;Yes;Electronic check;No;1;Yes;No;7;Alerte Renforcee
4360-QRAVE;37;Month-to-month;36,65;DSL;No;No;Yes;Electronic check;No;1;No;No;7;Alerte Renforcee
4526-ZJJTM;25;Month-to-month;88,4;Fiber optic;No;No;Yes;Bank transfer (automatic);No;1;Yes;No;7;Alerte Renforcee
2207-QPJED;37;Month-to-month;90;Fiber optic;Yes;No;No;Electronic check;No;1;Yes;No;7;Alerte Renforcee
0581-BXBUB;4;Month-to-month;72,75;Fiber optic;No;No;Yes;Electronic check;No;1;No;No;9;Alerte Renforcee
9281-OFDMF;39;Month-to-month;90,7;Fiber optic;No;No;Yes;Electronic check;No;1;No;No;8;Alerte Renforcee
4840-ORQXB;56;Month-to-month;104,75;Fiber optic;No;No;Yes;Electronic check;No;1;No;No;8;Alerte Renforcee
6185-TASNN;1;Month-to-month;46,3;DSL;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
5144-TVGLP;38;Month-to-month;94,75;Fiber optic;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
1125-SNVCK;49;Month-to-month;43,8;DSL;No;No;No;Mailed check;No;1;No;No;7;Alerte Renforcee
1200-TUZHR;8;Month-to-month;85,2;Fiber optic;No;No;No;Electronic check;No;1;No;No;10;Urgence
8720-RQSBJ;1;Month-to-month;44;DSL;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
4223-WOZCM;2;Month-to-month;49,95;DSL;No;No;No;Mailed check;No;1;No;No;8;Alerte Renforcee
8189-XRIKE;32;Month-to-month;90,95;Fiber optic;No;No;No;Electronic check;No;1;No;No;10;Urgence
9708-HPXWZ;5;Month-to-month;45,4;DSL;Yes;No;No;Credit card (automatic);No;1;No;No;7;Alerte Renforcee
2675-OTVVJ;31;Month-to-month;89,45;Fiber optic;No;Yes;No;Electronic check;No;1;Yes;No;7;Alerte Renforcee
2277-VWCNI;4;Month-to-month;48,75;DSL;No;No;No;Mailed check;No;1;No;No;8;Alerte Renforcee
8910-LEDAG;34;Month-to-month;71,55;Fiber optic;No;No;No;Credit card (automatic);No;1;Yes;No;7;Alerte Renforcee
8979-CAMGB;64;One year;102,1;Fiber optic;Yes;No;No;Electronic check;No;1;No;No;7;Alerte Renforcee
7594-LZNWR;34;Month-to-month;69,15;Fiber optic;No;No;No;Credit card (automatic);No;1;No;No;8;Alerte Renforcee
9518-XXBXE;10;Month-to-month;75,3;Fiber optic;No;Yes;No;Electronic check;No;1;Yes;No;8;Alerte Renforcee
0423-UDIJQ;9;Month-to-month;49,2;DSL;Yes;No;No;Mailed check;No;1;No;No;7;Alerte Renforcee
9029-FEGVJ;32;Month-to-month;79,3;Fiber optic;No;No;No;Mailed check;No;1;Yes;No;8;Alerte Renforcee
4128-ETESU;47;Month-to-month;99,7;Fiber optic;No;No;No;Electronic check;No;1;Yes;No;8;Alerte Renforcee
5419-JKZNQ;30;Month-to-month;77,9;Fiber optic;No;No;No;Mailed check;No;1;Yes;No;7;Alerte Renforcee
6078-VESFR;13;Month-to-month;70,45;Fiber optic;No;No;No;Bank transfer (automatic);No;1;Yes;No;8;Alerte Renforcee
9112-WSNPU;35;Month-to-month;70,55;Fiber optic;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
6646-JPPHA;14;Month-to-month;78,85;Fiber optic;No;Yes;Yes;Electronic check;No;1;No;No;8;Alerte Renforcee
7658-UYUQS;21;Month-to-month;86,55;Fiber optic;No;No;No;Bank transfer (automatic);No;1;Yes;No;8;Alerte Renforcee
3798-EPWRR;2;Month-to-month;43,95;DSL;No;No;No;Electronic check;No;1;No;No;9;Alerte Renforcee
2957-JIRMN;62;One year;84,45;Fiber optic;No;No;No;Electronic check;No;1;No;No;8;Alerte Renforcee
0749-IRGQE;13;Month-to-month;45,3;DSL;No;No;No;Electronic check;No;1;Yes;No;8;Alerte Renforcee
3258-SANFR;6;Month-to-month;44,7;DSL;No;No;No;Credit card (automatic);No;1;No;No;8;Alerte Renforcee
2378-HTWFW;35;Month-to-month;91;Fiber optic;No;Yes;No;Credit card (automatic);No;1;No;No;7;Alerte Renforcee
8495-PRWFH;42;Month-to-month;55,65;DSL;No;No;No;Electronic check;No;1;No;No;8;Alerte Renforcee
6458-CYIDZ;5;Month-to-month;80,7;Fiber optic;No;Yes;Yes;Electronic check;No;1;No;No;8;Alerte Renforcee
5188-HGMLP;54;Month-to-month;74;Fiber optic;No;No;No;Bank transfer (automatic);No;1;Yes;No;7;Alerte Renforcee
7872-RDDLZ;67;Month-to-month;54,9;DSL;No;No;Yes;Electronic check;No;1;No;No;7;Alerte Renforcee
5119-NZPTV;2;Month-to-month;70,1;Fiber optic;No;No;No;Electronic check;No;1;Yes;No;9;Alerte Renforcee
6419-ZTTLE;23;One year;20,75;No;No internet service;No internet service;No internet service;Electronic check;Yes;1;Yes;No;4;Surveillance Relationnelle
2682-KEVRP;22;One year;20,05;No;No internet service;No internet service;No internet service;Mailed check;Yes;1;No;No;5;Surveillance Relationnelle
6549-YMFAW;9;Month-to-month;21,25;No;No internet service;No internet service;No internet service;Mailed check;Yes;1;Yes;No;5;Surveillance Relationnelle
5605-XNWEN;72;Two year;25;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
5334-AFQJB;72;Two year;25,1;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;1;No;No;4;Surveillance Relationnelle
0516-QREYC;24;Month-to-month;20,3;No;No internet service;No internet service;No internet service;Mailed check;Yes;1;No;No;5;Surveillance Relationnelle
1167-OYZJF;67;Two year;20,05;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
5699-BNCAS;71;Two year;24,65;No;No internet service;No internet service;No internet service;Mailed check;Yes;1;No;No;4;Surveillance Relationnelle
2900-PHPLN;70;Two year;19,55;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
6139-ZZRBQ;64;Two year;20,05;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;1;No;No;4;Surveillance Relationnelle
6551-ZCOTS;33;One year;24,9;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;1;No;No;4;Surveillance Relationnelle
2428-HYUNX;44;Two year;19,35;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
2452-MRMZF;72;Two year;25,7;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
3454-JFUBC;68;Two year;20;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;1;No;No;4;Surveillance Relationnelle
3719-TDVQB;54;Two year;18,95;No;No internet service;No internet service;No internet service;Mailed check;Yes;1;Yes;No;3;Surveillance Relationnelle
6575-SUVOI;25;Month-to-month;69,5;DSL;Yes;Yes;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
0224-RLWWD;2;Month-to-month;44,3;DSL;No;No;No;Electronic check;Yes;1;No;No;10;Urgence
2519-ERQOJ;33;Month-to-month;54,6;DSL;Yes;No;No;Electronic check;Yes;1;No;No;8;Alerte Renforcee
5760-WRAHC;22;Month-to-month;69,75;DSL;Yes;Yes;No;Mailed check;Yes;1;No;No;7;Alerte Renforcee
4109-CYRBD;29;Month-to-month;51,6;DSL;No;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
5046-NUHWD;29;Month-to-month;45;DSL;No;Yes;No;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
3351-NGXYI;16;Month-to-month;54,1;DSL;No;Yes;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
0222-CNVPT;52;Month-to-month;48,8;DSL;No;Yes;No;Credit card (automatic);Yes;1;No;No;7;Alerte Renforcee
3280-MRDOF;30;Two year;69,1;DSL;Yes;No;No;Credit card (automatic);Yes;1;No;No;6;Surveillance Relationnelle
8623-ULFNQ;26;Month-to-month;66,05;DSL;Yes;No;No;Electronic check;Yes;1;No;No;8;Alerte Renforcee
0015-UOCOJ;7;Month-to-month;48,2;DSL;No;Yes;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
1465-LNTLJ;8;Month-to-month;64,4;DSL;Yes;No;No;Credit card (automatic);Yes;1;Yes;No;7;Alerte Renforcee
0928-JMXNP;4;Month-to-month;29,9;DSL;No;No;No;Electronic check;Yes;1;Yes;No;9;Alerte Renforcee
8648-PFRMP;14;Month-to-month;46,35;DSL;No;No;No;Electronic check;Yes;1;No;No;10;Urgence
8996-ZROXE;57;One year;53,5;DSL;Yes;No;No;Electronic check;Yes;1;No;No;7;Alerte Renforcee
4680-KUTAJ;11;Month-to-month;55,6;DSL;No;Yes;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
1925-LFCZZ;55;One year;50,05;DSL;No;No;No;Bank transfer (automatic);Yes;1;No;No;7;Alerte Renforcee
2195-VVRJF;18;Month-to-month;59,1;DSL;No;Yes;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
4415-WNGVR;12;One year;79,2;DSL;Yes;Yes;No;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
8450-UYIBU;35;Month-to-month;39,85;DSL;No;No;No;Electronic check;Yes;1;No;No;9;Alerte Renforcee
1768-HNVGJ;45;Month-to-month;70,05;DSL;Yes;Yes;No;Electronic check;Yes;1;No;No;7;Alerte Renforcee
3308-JSGML;59;Two year;64,05;DSL;Yes;Yes;No;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
4501-UYKBC;46;One year;69,1;DSL;Yes;No;No;Credit card (automatic);Yes;1;No;No;6;Surveillance Relationnelle
1261-FWTTE;23;Month-to-month;34,65;DSL;No;No;No;Bank transfer (automatic);Yes;1;No;No;8;Alerte Renforcee
4282-ACRXS;38;Month-to-month;24,85;DSL;No;No;No;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
2851-STERV;35;One year;73;DSL;Yes;No;No;Electronic check;Yes;1;No;No;7;Alerte Renforcee
9309-BZGNT;69;One year;29,8;DSL;No;No;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
5327-XOKKY;72;Two year;73,45;DSL;No;No;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
6120-RJKLU;62;Two year;79,95;DSL;Yes;Yes;No;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
6127-IYJOZ;1;Month-to-month;45,85;DSL;No;No;No;Mailed check;Yes;1;No;No;9;Alerte Renforcee
2235-DWLJU;6;Month-to-month;44,4;DSL;No;No;No;Electronic check;Yes;1;No;No;10;Urgence
8904-OPDCK;54;Month-to-month;24,95;DSL;No;No;No;Bank transfer (automatic);Yes;1;Yes;No;7;Alerte Renforcee
2639-UGMAZ;71;One year;56,45;DSL;No;Yes;Yes;Electronic check;Yes;1;No;No;6;Surveillance Relationnelle
4522-AKYLR;13;Month-to-month;54,8;DSL;No;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
0191-ZHSKZ;30;Month-to-month;74,75;DSL;No;Yes;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
9774-NRNAU;27;Month-to-month;84,8;DSL;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
3179-GBRWV;21;Month-to-month;64,95;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
7503-MIOGA;72;Two year;89,85;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
4782-OSFXZ;71;Two year;82,7;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
1282-IHQAC;70;One year;44,05;DSL;No;No;Yes;Credit card (automatic);Yes;1;No;No;6;Surveillance Relationnelle
4468-KAZHE;20;Month-to-month;60;DSL;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
5651-WYIPH;18;Month-to-month;49,85;DSL;No;No;Yes;Credit card (automatic);Yes;1;No;No;7;Alerte Renforcee
8016-ZMGMO;66;One year;70,85;DSL;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
0993-OSGPT;68;One year;60,65;DSL;Yes;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
9906-NHHVC;65;Two year;53,5;DSL;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
7351-KYHQH;7;Month-to-month;64,95;DSL;No;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
0523-VNGTF;52;Month-to-month;50,5;DSL;Yes;No;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
1636-NTNCO;4;Month-to-month;50,95;DSL;No;No;Yes;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
9919-FZDED;72;Two year;84,1;DSL;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
3402-XRIUO;22;Month-to-month;63,55;DSL;Yes;Yes;Yes;Mailed check;Yes;1;Yes;No;5;Surveillance Relationnelle
3537-RYBHH;47;Month-to-month;67,45;DSL;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
7622-FWGEW;56;Two year;85,65;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
6128-AQBMT;41;Month-to-month;53,95;DSL;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
5533-NHFRF;7;Month-to-month;44,4;DSL;Yes;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
5387-ASZNZ;66;One year;63,85;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;1;No;No;4;Surveillance Relationnelle
6963-EZQEE;70;Two year;88,55;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
2000-DHJUY;70;Two year;92,2;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
2761-XECQW;8;Month-to-month;43,35;DSL;No;No;Yes;Mailed check;Yes;1;Yes;No;7;Alerte Renforcee
5456-ITGIC;72;Two year;64,45;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
7636-OWBPG;12;Month-to-month;29,35;DSL;No;No;Yes;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
2045-BMBTJ;33;Month-to-month;59,45;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
9373-WSLOY;33;Month-to-month;50;DSL;Yes;No;Yes;Electronic check;Yes;1;Yes;No;6;Surveillance Relationnelle
7130-CTCUS;16;Month-to-month;54,55;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
4334-HOWRP;72;Two year;64,95;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
5816-SCGFC;7;Month-to-month;51,3;DSL;No;No;Yes;Mailed check;Yes;1;No;No;8;Alerte Renforcee
7733-UDMTP;57;Month-to-month;55;DSL;No;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
3740-RLMVT;67;One year;60,95;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
2186-QZEYA;29;Month-to-month;58,55;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
9522-BNTHX;34;Month-to-month;56,25;DSL;No;No;Yes;Electronic check;Yes;1;No;No;8;Alerte Renforcee
0707-HOVVN;70;Two year;75,5;DSL;Yes;No;Yes;Bank transfer (automatic);Yes;1;No;No;5;Surveillance Relationnelle
9470-YFUYI;71;One year;71;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
1986-PHGZF;18;Month-to-month;58,4;DSL;No;Yes;Yes;Credit card (automatic);Yes;1;No;No;6;Surveillance Relationnelle
6008-NAIXK;54;One year;55,45;DSL;No;No;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
0533-UCAAU;57;One year;71,1;DSL;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
2055-BFOCC;63;One year;84;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
3528-HFRIQ;71;Month-to-month;52,3;DSL;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
1078-TDCRN;3;Month-to-month;30,75;DSL;No;No;Yes;Electronic check;Yes;1;Yes;No;8;Alerte Renforcee
5730-RIITO;43;Month-to-month;33,45;DSL;No;Yes;Yes;Credit card (automatic);Yes;1;No;No;6;Surveillance Relationnelle
6941-KXRRV;48;One year;58,95;DSL;No;No;Yes;Bank transfer (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
9591-YVTEB;55;Month-to-month;44,85;DSL;No;Yes;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
9693-XMUOB;59;Month-to-month;50,25;DSL;No;No;Yes;Electronic check;Yes;1;Yes;No;7;Alerte Renforcee
4976-LNFVV;19;Month-to-month;34,3;DSL;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;7;Alerte Renforcee
6437-UDQJM;72;Two year;84,1;DSL;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
2931-FSOHN;13;Month-to-month;59,9;DSL;No;No;Yes;Electronic check;Yes;1;No;No;9;Alerte Renforcee
3915-ODIYG;60;One year;71,75;DSL;No;Yes;Yes;Electronic check;Yes;1;No;No;6;Surveillance Relationnelle
3259-KNMRR;57;Two year;79,75;DSL;No;No;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
5820-PTRYM;56;One year;68,45;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
6211-WHMYA;64;Month-to-month;43,85;DSL;Yes;No;Yes;Electronic check;Yes;1;No;No;7;Alerte Renforcee
9000-PLFUZ;60;Two year;49,45;DSL;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
2451-YMUXS;67;Two year;64,55;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;4;Surveillance Relationnelle
2274-XUATA;72;Two year;63,1;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;1;Yes;No;3;Surveillance Relationnelle
4023-RTIQM;31;One year;50,4;DSL;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
6048-QBXKL;2;Month-to-month;56,55;DSL;No;No;Yes;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
3256-EZDBI;51;Month-to-month;29,45;DSL;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
4726-DLWQN;50;Month-to-month;70,35;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;1;No;No;6;Surveillance Relationnelle
3908-MKIMJ;68;Two year;41,95;DSL;No;Yes;Yes;Electronic check;Yes;1;Yes;No;5;Surveillance Relationnelle
3841-NFECX;71;Two year;96,35;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
4929-XIHVW;2;Month-to-month;95,5;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;9;Alerte Renforcee
4513-CXYIX;71;Two year;80,7;Fiber optic;No;Yes;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
6689-VRRTK;44;One year;109,8;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;1;No;No;6;Surveillance Relationnelle
7134-MJPDY;66;One year;102,85;Fiber optic;Yes;No;No;Credit card (automatic);Yes;1;No;No;7;Alerte Renforcee
3197-ARFOY;19;Month-to-month;105;Fiber optic;Yes;Yes;Yes;Mailed check;Yes;1;No;No;7;Alerte Renforcee
2739-CACDQ;17;Month-to-month;82,65;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;10;Urgence
2858-EIMXH;53;One year;95,85;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;7;Alerte Renforcee
7251-LJBQN;40;One year;103,75;Fiber optic;Yes;No;No;Credit card (automatic);Yes;1;No;No;7;Alerte Renforcee
6952-OMNWB;68;Month-to-month;80,35;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;8;Alerte Renforcee
2499-AJYUA;72;Two year;110,8;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
5671-RQRLP;70;Two year;75,65;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;7;Alerte Renforcee
6259-WJQLC;32;Month-to-month;81,1;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;10;Urgence
3452-ABWRL;47;Month-to-month;86,05;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;9;Alerte Renforcee
5268-DSMNQ;62;One year;97,95;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
1543-LLLFT;61;One year;98,3;Fiber optic;Yes;No;Yes;Mailed check;Yes;1;Yes;No;5;Surveillance Relationnelle
9845-PEEKO;59;Two year;79,2;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;No;No;7;Alerte Renforcee
9052-VKDUW;65;Month-to-month;109,4;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
1060-ENTOF;67;One year;105,4;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
8309-IEYJD;1;Month-to-month;70,6;Fiber optic;No;No;No;Mailed check;Yes;1;No;No;10;Urgence
2070-XYMFH;23;Month-to-month;79,35;Fiber optic;No;No;No;Mailed check;Yes;1;No;No;9;Alerte Renforcee
2878-RMWXY;72;Two year;102,65;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
7375-WMVMT;71;Two year;95,5;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
3420-ZDBMA;5;Month-to-month;71,45;Fiber optic;No;No;No;Mailed check;Yes;1;No;No;10;Urgence
2754-SDJRD;8;Month-to-month;100,15;Fiber optic;Yes;No;No;Credit card (automatic);Yes;1;No;No;9;Alerte Renforcee
0869-PAPRP;26;Month-to-month;85,7;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;8;Alerte Renforcee
9121-PHQSR;16;Month-to-month;85,05;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;9;Alerte Renforcee
2573-GYRUU;48;Month-to-month;91,05;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;8;Alerte Renforcee
8406-LNMHF;59;One year;82,95;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
6360-SVNWV;31;Month-to-month;73,55;Fiber optic;No;Yes;No;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
7516-GMHUV;50;Two year;105,05;Fiber optic;No;Yes;No;Credit card (automatic);Yes;1;Yes;No;6;Surveillance Relationnelle
0907-HQNTS;70;Two year;113;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
8628-MFKAX;72;Two year;116,75;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
2452-KDRRH;67;Month-to-month;101,4;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;9;Alerte Renforcee
7923-IYJWY;67;Two year;116,1;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;No;No;5;Surveillance Relationnelle
9796-BPKIW;8;Month-to-month;69,95;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;10;Urgence
5996-NRVXR;40;One year;98,15;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
6741-EGCBI;30;Month-to-month;90,5;Fiber optic;No;Yes;No;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
0512-FLFDW;60;One year;100,5;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;7;Alerte Renforcee
9481-IEBZY;72;Month-to-month;112,9;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;5;Surveillance Relationnelle
6173-GOLSU;67;Month-to-month;94,65;Fiber optic;No;No;No;Credit card (automatic);Yes;1;Yes;No;8;Alerte Renforcee
6904-JLBGY;72;Two year;117,35;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;No;No;5;Surveillance Relationnelle
8224-DWCKX;12;Month-to-month;73,3;Fiber optic;No;No;No;Credit card (automatic);Yes;1;No;No;10;Urgence
5451-YHYPW;72;Two year;115,75;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;1;Yes;No;4;Surveillance Relationnelle
2674-MLXMN;71;Month-to-month;99,65;Fiber optic;No;No;Yes;Credit card (automatic);Yes;1;No;No;8;Alerte Renforcee
